"AptName"	"SeqId"	"SeqIdVersion"	"SomaId"	"TargetFullName"	"Target"	"UniProt"	"EntrezGeneID"	"EntrezGeneSymbol"	"Organism"	"Units"	"Type"	"Dilution"	"PlateScale_Reference"	"CalReference"	"Cal_Example_Adat_Set001"	"ColCheck"	"CalQcRatio_Example_Adat_Set001_170255"	"QcReference_170255"	"Cal_Example_Adat_Set002"	"CalQcRatio_Example_Adat_Set002_170255"	"Dilution2"
"seq.10494.48"	"10494-48"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	205	205	1.01585728	"PASS"	1.023	212.1	1.04060914	0.949	0.2
"seq.10495.10"	"10495-10"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	194.4	194.4	1.00102987	"PASS"	1.016	148	1.01302762	1.002	0.2
"seq.10496.11"	"10496-11"	3	"SL009322"	"Calcium-activated chloride channel regulator 1"	"CaCC"	"A8K7I4"	"1179"	"CLCA1"	"Human"	"RFU"	"Protein"	"20"	888.3	888.3	0.97326613	"PASS"	0.987	600.1	0.91154438	1.002	0.2
"seq.10497.242"	"10497-242"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	357.8	357.8	0.87588739	"PASS"	1.069	263.6	0.93177083	1.132	0.2
"seq.10499.1"	"10499-1"	3	"SL008733"	"Transmembrane protein 106A"	"T106A"	"Q96A25"	"113277"	"TMEM106A"	"Human"	"RFU"	"Protein"	"20"	192.5	192.5	0.9543877	"PASS"	0.958	294.6	0.95962114	0.976	0.2
"seq.10501.3"	"10501-3"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	16.3	16.3	0.85340314	"FLAG"	0.283	17.3	5.25806452	0.756	0.2
"seq.10502.15"	"10502-15"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	456.6	456.6	1.07435294	"PASS"	1.011	421.2	1.15800152	0.999	0.2
"seq.10503.55"	"10503-55"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	994.3	994.3	1.06570204	"PASS"	1.069	699.8	1.15495412	1.05	0.2
"seq.10504.6"	"10504-6"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	214.2	214.2	1.04538799	"PASS"	1.037	212.7	1.00187091	1.004	0.2
"seq.10506.53"	"10506-53"	3	"SL007962"	"Membrane-associated progesterone receptor component 2"	"PGRC2"	"O15173"	"10424"	"PGRMC2"	"Human"	"RFU"	"Protein"	"20"	1009.6	1009.6	0.9768747	"PASS"	1.009	1137.4	0.97715834	0.992	0.2
"seq.10507.166"	"10507-166"	3	"SL009308"	"Acrosomal protein SP-10"	"sperm protein 10"	"P26436"	"56"	"ACRV1"	"Human"	"RFU"	"Protein"	"20"	214	214	0.98526703	"PASS"	0.981	186.3	1.08080808	0.986	0.2
"seq.10510.62"	"10510-62"	3	"SL018612"	"SLP adapter and CSK-interacting membrane protein"	"SCIMP"	"Q6UWF3"	"388325"	"SCIMP"	"Human"	"RFU"	"Protein"	"20"	164.8	164.8	1.00980392	"PASS"	0.964	153.1	1.02043344	0.965	0.2
"seq.10511.10"	"10511-10"	3	"SL004928"	"Collagen alpha-3(VI) chain"	"Collagen alpha-3(VI)"	"P12111"	"1293"	"COL6A3"	"Human"	"RFU"	"Protein"	"0.5"	238.1	238.1	0.67584445	"FLAG"	0.266	250.6	15.66447368	0.346	0.005
"seq.10512.13"	"10512-13"	3	"SL007194"	"Cytokine receptor common subunit beta"	"IL3RB"	"P32927"	"1439"	"CSF2RB"	"Human"	"RFU"	"Protein"	"20"	241.1	241.1	0.98851989	"PASS"	0.965	267	0.99258954	1.003	0.2
"seq.10513.13"	"10513-13"	3	"SL018613"	"Calsenilin"	"CSEN"	"Q9Y2W7"	"30818"	"KCNIP3"	"Human"	"RFU"	"Protein"	"20"	941.9	941.9	0.96318642	"PASS"	1.046	554.7	1.04388784	1.04	0.2
"seq.10514.5"	"10514-5"	3	"SL005360"	"Prostaglandin-H2 D-isomerase"	"PGD2 synthase"	"P41222"	"5730"	"PTGDS"	"Human"	"RFU"	"Protein"	"0.5"	14892.2	14892.2	1.04013969	"PASS"	0.998	14475.1	0.9741359	0.969	0.005
"seq.10516.53"	"10516-53"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	59.9	59.9	1.00503356	"PASS"	0.908	60.4	0.9724026	0.972	0.2
"seq.10518.14"	"10518-14"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	111.8	111.8	0.98938053	"PASS"	1.008	82.4	1.02568807	0.983	0.2
"seq.10521.10"	"10521-10"	3	"SL017989"	"Matrix-remodeling-associated protein 8"	"MXRA8"	"Q9BRK3"	"54587"	"MXRA8"	"Human"	"RFU"	"Protein"	"0.5"	446.4	446.4	0.93820933	"PASS"	1.018	442.8	1.00404858	0.974	0.005
"seq.10522.167"	"10522-167"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	8602.3	8602.3	1.12105455	"FLAG"	1.093	5743.5	1.29055149	1.348	0.2
"seq.10527.22"	"10527-22"	3	"SL013075"	"ATP-dependent RNA helicase A"	"DHX9"	"Q08211"	"1660"	"DHX9"	"Human"	"RFU"	"Protein"	"20"	317.4	317.4	1.00986319	"PASS"	1.124	243	1.07374831	1.125	0.2
"seq.10529.19"	"10529-19"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	274.7	274.7	1.00292077	"PASS"	0.988	252.6	1.101002	1.005	0.2
"seq.10530.8"	"10530-8"	3	"SL016414"	"Proteasome subunit beta type-6"	"PSB6"	"P28072"	"5694"	"PSMB6"	"Human"	"RFU"	"Protein"	"20"	343.7	343.7	1.03244217	"PASS"	0.928	286	1.08800253	0.993	0.2
"seq.10531.18"	"10531-18"	3	"SL010845"	"GTPase NRas"	"RASN"	"P01111"	"4893"	"NRAS"	"Human"	"RFU"	"Protein"	"20"	2593.4	2593.4	0.99424935	"PASS"	0.974	2091	0.96775879	1.01	0.2
"seq.10533.1"	"10533-1"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	184.6	184.6	0.97723663	"PASS"	0.923	172.8	1.26092896	1.182	0.2
"seq.10534.40"	"10534-40"	3	"SL003527"	"Poly [ADP-ribose] polymerase 1"	"PARP"	"P09874"	"142"	"PARP1"	"Human"	"RFU"	"Protein"	"20"	219.6	219.6	0.99546691	"PASS"	0.985	208	1.11528695	1.006	0.2
"seq.10535.25"	"10535-25"	3	"SL018731"	"Cytochrome c oxidase subunit 6A2, mitochondrial"	"CX6A2"	"Q02221"	"1339"	"COX6A2"	"Human"	"RFU"	"Protein"	"20"	222.8	222.8	0.96533795	"FLAG"	0.994	105.9	1.84437086	0.721	0.2
"seq.10539.30"	"10539-30"	3	"SL014293"	"CD99 antigen-like protein 2"	"C99L2"	"Q8TCZ2"	"83692"	"CD99L2"	"Human"	"RFU"	"Protein"	"20"	528.5	528.5	1.03851444	"PASS"	1.022	440.7	1.04302349	1.067	0.2
"seq.10546.2"	"10546-2"	3	"SL012744"	"Thrombospondin-type laminin G domain and EAR repeat-containing protein"	"TSEAR"	"Q8WU66"	"54084"	"TSPEAR"	"Human"	"RFU"	"Protein"	"20"	816.1	816.1	0.96568453	"PASS"	0.997	563.7	1.49141082	0.99	0.2
"seq.10547.42"	"10547-42"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	621.8	621.8	0.99123227	"PASS"	1.006	396.7	1.0340928	1.039	0.2
"seq.10548.35"	"10548-35"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1995.2	1995.2	1.01837485	"PASS"	1.068	2865.3	1.05254273	0.996	0.2
"seq.10550.37"	"10550-37"	3	"SL004132"	"Bone morphogenetic protein receptor type-1B"	"BMP RIB"	"O00238"	"658"	"BMPR1B"	"Human"	"RFU"	"Protein"	"20"	411.8	411.8	1.06961039	"PASS"	0.937	364.3	1.18028088	0.996	0.2
"seq.10551.7"	"10551-7"	3	"SL007008"	"Linker for activation of T-cells family member 1"	"LAT"	"O43561"	"27040"	"LAT"	"Human"	"RFU"	"Protein"	"20"	7315.5	7315.5	0.95472698	"PASS"	0.977	5561	0.86896871	1.05	0.2
"seq.10552.88"	"10552-88"	3	"SL017983"	"NKG2-F type II integral membrane protein"	"NKG2F"	"O43908"	"8302"	"KLRC4"	"Human"	"RFU"	"Protein"	"20"	466.2	466.2	0.99594104	"PASS"	0.938	338.4	1.07493659	1.02	0.2
"seq.10553.8"	"10553-8"	3	"SL017988"	"Torsin-1A-interacting protein 2"	"TOIP2"	"Q8NFQ8"	"163590"	"TOR1AIP2"	"Human"	"RFU"	"Protein"	"20"	2086	2086	0.92538373	"PASS"	1.007	2914.8	1.02485998	0.959	0.2
"seq.10554.23"	"10554-23"	3	"SL009072"	"Beta-galactosidase"	"BGAL"	"P16278"	"2720"	"GLB1"	"Human"	"RFU"	"Protein"	"20"	21.2	21.2	0.848	"FLAG"	0.518	23.2	3.85454545	0.764	0.2
"seq.10557.6"	"10557-6"	3	"SL018003"	"Testis-expressed sequence 29 protein"	"TEX29"	"Q8N6K0"	"121793"	"TEX29"	"Human"	"RFU"	"Protein"	"0.5"	1591.1	1591.1	0.93467661	"PASS"	1.001	2461.2	0.88369897	1.082	0.005
"seq.10558.26"	"10558-26"	3	"SL008436"	"Protocadherin-9"	"PCDH9"	"Q9HC56"	"5101"	"PCDH9"	"Human"	"RFU"	"Protein"	"20"	4335.3	4335.3	0.83144106	"PASS"	0.949	4555.9	0.96466478	0.95	0.2
"seq.10560.1"	"10560-1"	3	"SL017978"	"Integral membrane protein 2C"	"ITM2C"	"Q9NQX7"	"81618"	"ITM2C"	"Human"	"RFU"	"Protein"	"20"	242.8	242.8	0.95066562	"PASS"	0.986	234.6	1.25283798	0.943	0.2
"seq.10561.5"	"10561-5"	3	"SL004512"	"Peptidoglycan recognition protein 3"	"PGRP-I-alpha"	"Q96LB9"	"114771"	"PGLYRP3"	"Human"	"RFU"	"Protein"	"20"	594.9	594.9	0.98952096	"PASS"	0.925	557.2	1.57422599	0.856	0.2
"seq.10562.42"	"10562-42"	3	"SL015086"	"Neuropilin and tolloid-like protein 2"	"NETO2"	"Q8NC67"	"81831"	"NETO2"	"Human"	"RFU"	"Protein"	"20"	1387.7	1387.7	0.99949582	"PASS"	1.056	1698.8	0.85460032	0.989	0.2
"seq.10563.13"	"10563-13"	3	"SL018021"	"LysM and putative peptidoglycan-binding domain-containing protein 3"	"LYSM3"	"Q7Z3D4"	"116068"	"LYSMD3"	"Human"	"RFU"	"Protein"	"20"	139.5	139.5	0.99429793	"PASS"	0.972	127.5	1.08475894	0.967	0.2
"seq.10565.19"	"10565-19"	3	"SL017951"	"SLIT and NTRK-like protein 3"	"SLIK3"	"O94933"	"22865"	"SLITRK3"	"Human"	"RFU"	"Protein"	"20"	4382.9	4382.9	0.95675617	"PASS"	0.975	4943	0.96242863	0.993	0.2
"seq.10569.28"	"10569-28"	3	"SL012443"	"Microfibrillar-associated protein 2"	"MFAP2"	"P55001"	"4237"	"MFAP2"	"Human"	"RFU"	"Protein"	"0.5"	832.6	832.6	0.89661857	"PASS"	0.986	869.6	1.13820916	0.95	0.005
"seq.10571.14"	"10571-14"	3	"SL018096"	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	"MGAT1"	"P26572"	"4245"	"MGAT1"	"Human"	"RFU"	"Protein"	"20"	648.8	648.8	1.01153726	"PASS"	1.051	565.9	0.93031259	1.032	0.2
"seq.10572.65"	"10572-65"	3	"SL012372"	"Cystatin-8"	"CST8"	"O60676"	"10047"	"CST8"	"Human"	"RFU"	"Protein"	"20"	10861.1	10861.1	0.96985364	"PASS"	0.956	13352.8	1.07646487	0.967	0.2
"seq.10574.10"	"10574-10"	3	"SL000283"	"Beta-2-microglobulin"	"b2-Microglobulin"	"P61769"	"567"	"B2M"	"Human"	"RFU"	"Protein"	"20"	4975	4975	1.05884857	"PASS"	0.966	1500	0.92554696	0.996	0.2
"seq.10575.31"	"10575-31"	3	"SL018139"	"Poly(U)-binding-splicing factor PUF60"	"PUF60"	"Q9UHX1"	"22827"	"PUF60"	"Human"	"RFU"	"Protein"	"20"	5016	5016	0.90497411	"PASS"	0.99	5727.4	0.93329612	0.974	0.2
"seq.10580.14"	"10580-14"	3	"SL012586"	"Surfactant-associated protein 2"	"SFTA2"	"Q6UW10"	"389376"	"SFTA2"	"Human"	"RFU"	"Protein"	"20"	399.7	399.7	1.03228306	"PASS"	0.933	262.4	1.04935679	1.067	0.2
"seq.10582.36"	"10582-36"	3	"SL018286"	"Protein O-mannose kinase"	"SG196"	"Q9H5K3"	"84197"	"POMK"	"Human"	"RFU"	"Protein"	"20"	310.2	310.2	0.98978941	"PASS"	0.919	278.2	1.68862275	0.869	0.2
"seq.10583.1"	"10583-1"	3	"SL018282"	"Transmembrane protein 108"	"TM108"	"Q6UXF1"	"66000"	"TMEM108"	"Human"	"RFU"	"Protein"	"20"	260.5	260.5	1.01047324	"PASS"	0.957	208.2	0.9856224	1.016	0.2
"seq.10584.7"	"10584-7"	3	"SL018289"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"	"NDUS4"	"O43181"	"4724"	"NDUFS4"	"Human"	"RFU"	"Protein"	"20"	4270	4270	1.05299499	"PASS"	1.04	4974.2	1.03197429	0.995	0.2
"seq.10588.39"	"10588-39"	3	"SL011395"	"Lactosylceramide alpha-2,3-sialyltransferase"	"SIAT9"	"Q9UNP4"	"8869"	"ST3GAL5"	"Human"	"RFU"	"Protein"	"20"	394.6	394.6	0.98037267	"PASS"	1	368.1	1.04974727	0.986	0.2
"seq.10589.7"	"10589-7"	3	"SL018354"	"Retinoic acid early transcript 1L protein"	"RET1L"	"Q5VY80"	"154064"	"RAET1L"	"Human"	"RFU"	"Protein"	"20"	657.5	657.5	0.89785607	"PASS"	0.958	370.6	1.08444664	0.921	0.2
"seq.10593.14"	"10593-14"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	45.9	45.9	0.99136069	"FLAG"	0.356	44.9	6.55714286	0.668	0.2
"seq.10600.24"	"10600-24"	3	"SL017410"	"Calmegin"	"CLGN"	"O14967"	"4312"	"CLGN"	"Human"	"RFU"	"Protein"	"0.5"	5499	5499	0.94572284	"FLAG"	0.78	6132.5	23.80519481	0.155	0.005
"seq.10603.1"	"10603-1"	3	"SL012419"	"Histatin-3"	"HIS3"	"P15516"	"3347"	"HTN3"	"Human"	"RFU"	"Protein"	"20"	1734.9	1734.9	0.92326114	"PASS"	0.911	1609.1	1.02906459	0.961	0.2
"seq.10605.22"	"10605-22"	3	"SL004748"	"Adipocyte plasma membrane-associated protein"	"APMAP"	"Q9HDC9"	"57136"	"APMAP"	"Human"	"RFU"	"Protein"	"20"	147.1	147.1	1.03664553	"PASS"	1.047	168.7	0.8714455	1.052	0.2
"seq.10606.34"	"10606-34"	3	"SL018600"	"Torsin-1A-interacting protein 1"	"TOIP1"	"Q5JTV8"	"26092"	"TOR1AIP1"	"Human"	"RFU"	"Protein"	"20"	4819.8	4819.8	0.96340123	"PASS"	0.991	4270.9	0.91132204	1.044	0.2
"seq.10607.4"	"10607-4"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	29.3	29.3	0.9184953	"FLAG"	0.715	26.5	4.88333333	0.536	0.2
"seq.10608.9"	"10608-9"	3	"SL012418"	"Histatin-1"	"HIS1"	"P15515"	"3346"	"HTN1"	"Human"	"RFU"	"Protein"	"20"	562.8	562.8	0.96369863	"PASS"	0.967	404.9	0.99346867	0.967	0.2
"seq.10610.8"	"10610-8"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	822.8	822.8	1.08320169	"PASS"	1.02	712.2	1.13364563	1.042	0.2
"seq.10612.18"	"10612-18"	3	"SL008694"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	"PLOD3"	"O60568"	"8985"	"PLOD3"	"Human"	"RFU"	"Protein"	"0.5"	2001.4	2001.4	0.98639724	"PASS"	1.014	1876.9	0.97004653	1.005	0.005
"seq.10613.33"	"10613-33"	3	"SL018589"	"Protein CASC4"	"CASC4"	"Q6P4E1"	"113201"	"CASC4"	"Human"	"RFU"	"Protein"	"20"	1797.9	1797.9	0.8826215	"PASS"	0.936	1876.8	0.91561418	0.988	0.2
"seq.10615.18"	"10615-18"	3	"SL008066"	"Myelin protein P0"	"MYP0"	"P25189"	"4359"	"MPZ"	"Human"	"RFU"	"Protein"	"20"	1909.4	1909.4	0.94445269	"PASS"	0.937	1563.5	0.94651267	0.974	0.2
"seq.10616.67"	"10616-67"	3	"SL017477"	"Podocalyxin-like protein 2"	"PDXL2"	"Q9NZ53"	"50512"	"PODXL2"	"Human"	"RFU"	"Protein"	"20"	418.6	418.6	0.98147714	"PASS"	0.949	494.4	1.0239726	0.957	0.2
"seq.10618.190"	"10618-190"	3	"SL004439"	"Low-density lipoprotein receptor-related protein 2"	"megalin"	"P98164"	"4036"	"LRP2"	"Human"	"RFU"	"Protein"	"20"	1447.6	1447.6	0.97063162	"PASS"	1.072	378.7	1.00200734	1.093	0.2
"seq.10620.21"	"10620-21"	3	"SL000548"	"Beta-microseminoprotein"	"PSP-94"	"P08118"	"4477"	"MSMB"	"Human"	"RFU"	"Protein"	"20"	9639.8	9639.8	0.9263783	"PASS"	0.934	14787.1	0.9524647	0.937	0.2
"seq.10621.26"	"10621-26"	3	"SL018592"	"Protein Largen"	"PRR16"	"Q569H4"	"51334"	"PRR16"	"Human"	"RFU"	"Protein"	"20"	415.5	415.5	1.01465201	"PASS"	0.945	278.8	1.00459381	1.009	0.2
"seq.10622.9"	"10622-9"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	127.8	127.8	1.01589825	"PASS"	0.898	101.6	1.23957323	1.167	0.2
"seq.10623.19"	"10623-19"	3	"SL000001"	"Mucin-1"	"MUC1"	"P15941"	"4582"	"MUC1"	"Human"	"RFU"	"Protein"	"20"	423.8	423.8	1.02889051	"PASS"	1.056	379.6	0.96274421	1.028	0.2
"seq.10624.45"	"10624-45"	3	"SL018582"	"Serine protease inhibitor Kazal-type 13"	"ISK13"	"Q1W4C9"	"153218"	"SPINK13"	"Human"	"RFU"	"Protein"	"20"	281.9	281.9	1.02434593	"PASS"	1.061	430.9	0.98428771	0.967	0.2
"seq.10627.87"	"10627-87"	3	"SL007366"	"Amyloid-like protein 2"	"APLP2"	"Q06481"	"334"	"APLP2"	"Human"	"RFU"	"Protein"	"0.5"	984.4	984.4	1.00377282	"PASS"	1.064	996	0.91759881	1.02	0.005
"seq.10630.5"	"10630-5"	3	"SL007633"	"Oxidoreductase HTATIP2"	"HTAI2"	"Q9BUP3"	"10553"	"HTATIP2"	"Human"	"RFU"	"Protein"	"20"	2780.5	2780.5	1.00075583	"PASS"	0.956	815.2	1.04084001	1.005	0.2
"seq.10637.50"	"10637-50"	3	"SL007494"	"UPF0577 protein KIAA1324"	"K1324"	"Q6UXG2"	"57535"	"KIAA1324"	"Human"	"RFU"	"Protein"	"20"	222.4	222.4	0.95903407	"PASS"	1.029	244.8	0.85802469	1.058	0.2
"seq.10638.1"	"10638-1"	3	"SL018685"	"TERF1-interacting nuclear factor 2"	"TINF2"	"Q9BSI4"	"26277"	"TINF2"	"Human"	"RFU"	"Protein"	"20"	180	180	0.96359743	"FLAG"	1.203	149	0.71513707	1.261	0.2
"seq.10639.1"	"10639-1"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	2787.4	2787.4	0.93782383	"PASS"	1.056	4890.6	0.95162337	0.985	0.2
"seq.10640.9"	"10640-9"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	235.3	235.3	0.97756543	"PASS"	0.955	228.6	1.12799616	0.952	0.2
"seq.10643.16"	"10643-16"	3	"SL012572"	"Noelin-3"	"NOE3"	"Q96PB7"	"118427"	"OLFM3"	"Human"	"RFU"	"Protein"	"20"	1628.8	1628.8	1.07207267	"PASS"	1.005	1604.1	1.12486188	0.987	0.2
"seq.10645.72"	"10645-72"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	3526.7	3526.7	1.1195873	"FLAG"	1.068	2484.1	1.1456276	1.249	0.2
"seq.10647.18"	"10647-18"	3	"SL017894"	"Activating signal cointegrator 1 complex subunit 1"	"ASCC1"	"Q8N9N2"	"51008"	"ASCC1"	"Human"	"RFU"	"Protein"	"0.5"	1484.6	1484.6	1.01824417	"PASS"	1.101	1634.1	0.87196053	1.045	0.005
"seq.10655.43"	"10655-43"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	76.1	76.1	0.92354369	"FLAG"	0.529	43.7	3.44343891	0.773	0.2
"seq.10658.28"	"10658-28"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	466.2	466.2	1.05142084	"PASS"	0.877	327.3	1.16056759	1.13	0.2
"seq.10659.49"	"10659-49"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	127.7	127.7	1.06151288	"PASS"	0.992	130.3	1.16408387	0.969	0.2
"seq.10660.33"	"10660-33"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	205.4	205.4	1	"PASS"	0.981	185	1.0213824	0.972	0.2
"seq.10661.4"	"10661-4"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	120.6	120.6	0.98368679	"PASS"	1.045	1019.8	1.13452493	0.839	0.2
"seq.10663.42"	"10663-42"	3	"SL018014"	"Insulin-induced gene 1 protein"	"INSI1"	"O15503"	"3638"	"INSIG1"	"Human"	"RFU"	"Protein"	"20"	319.5	319.5	1.01107595	"PASS"	1.006	524.7	0.99008367	0.956	0.2
"seq.10665.30"	"10665-30"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	997.7	997.7	1.02066496	"PASS"	1.2	1380	1.0939693	1.09	0.2
"seq.10666.7"	"10666-7"	3	"SL012791"	"N-acetylglucosamine-1-phosphotransferase subunit gamma"	"GNPTG"	"Q9UJJ9"	"84572"	"GNPTG"	"Human"	"RFU"	"Protein"	"0.005"	660.9	660.9	1.03056292	"PASS"	1.046	682.4	1.0159877	1.011	5e-05
"seq.10667.78"	"10667-78"	3	"SL018036"	"Uncharacterized protein C1orf185"	"CA185"	"Q5T7R7"	"284546"	"C1orf185"	"Human"	"RFU"	"Protein"	"20"	151.1	151.1	1.07544484	"PASS"	1.031	152.3	1.02929155	0.934	0.2
"seq.10668.5"	"10668-5"	3	"SL007377"	"Syntaxin-4"	"STX4"	"Q12846"	"6810"	"STX4"	"Human"	"RFU"	"Protein"	"20"	703.4	703.4	0.95922542	"PASS"	0.983	877.8	0.91410006	1.014	0.2
"seq.10671.67"	"10671-67"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	283.2	283.2	0.94969819	"PASS"	0.99	201.8	1.18444166	0.934	0.2
"seq.10672.75"	"10672-75"	3	"SL004483"	"Pulmonary surfactant-associated protein B"	"SP-B"	"P07988"	"6439"	"SFTPB"	"Human"	"RFU"	"Protein"	"20"	341	341	0.96002252	"PASS"	0.86	263	1.23371925	0.854	0.2
"seq.10675.223"	"10675-223"	3	"SL018343"	"Thioredoxin-related transmembrane protein 2"	"TMX2"	"Q9Y320"	"51075"	"TMX2"	"Human"	"RFU"	"Protein"	"20"	178.5	178.5	0.93357741	"FLAG"	1.031	148.1	2.74193548	0.742	0.2
"seq.10677.9"	"10677-9"	3	"SL007990"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4"	"NDUB4"	"O95168"	"4710"	"NDUFB4"	"Human"	"RFU"	"Protein"	"20"	3931.1	3931.1	1.08982285	"FLAG"	1.242	2277.4	0.95738048	1.597	0.2
"seq.10692.48"	"10692-48"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	4095.5	4095.5	0.9880579	"PASS"	1.021	3820.1	0.99025582	1.001	0.2
"seq.10693.43"	"10693-43"	3	"SL018578"	"Killer cell lectin-like receptor subfamily G member 2"	"KLRG2"	"A4D1S0"	"346689"	"KLRG2"	"Human"	"RFU"	"Protein"	"20"	2036.4	2036.4	0.97631604	"PASS"	0.992	1069.1	0.93507209	1	0.2
"seq.10695.12"	"10695-12"	3	"SL012662"	"Protein WFDC10B"	"WF10B"	"Q8IUB3"	"280664"	"WFDC10B"	"Human"	"RFU"	"Protein"	"20"	341.9	341.9	0.98360184	"PASS"	1.012	304.9	0.96691176	1.024	0.2
"seq.10699.52"	"10699-52"	3	"SL018603"	"Prolow-density lipoprotein receptor-related protein 1"	"LRP1"	"Q07954"	"4035"	"LRP1"	"Human"	"RFU"	"Protein"	"20"	295.2	295.2	0.97910448	"PASS"	0.964	290.8	0.99327052	0.954	0.2
"seq.10700.10"	"10700-10"	3	"SL017271"	"Immunoglobulin superfamily member 11"	"IGS11"	"Q5DX21"	"152404"	"IGSF11"	"Human"	"RFU"	"Protein"	"20"	1374	1374	0.98480505	"PASS"	1.01	382.2	0.97308782	1.039	0.2
"seq.10701.30"	"10701-30"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1495.6	1495.6	1.01231894	"PASS"	1.002	1631.8	0.91653389	0.965	0.2
"seq.10702.1"	"10702-1"	3	"SL012521"	"Collagen alpha-1(XXVIII) chain"	"COSA1"	"Q2UY09"	"340267"	"COL28A1"	"Human"	"RFU"	"Protein"	"0.5"	4057.7	4057.7	1.00674854	"PASS"	1.01	3785.6	0.97637094	1.012	0.005
